"","truseq","inlysate","purified_RNA","rank","rand_truseq","inlysate_truseq","purified_truseq","inlysate_purified","rand_truseq_truseq"
"367","MIR3654","PCNX2","MIR3654",367,"PYGM",164,367,164,5
"368","MRFAP1L1","STK17B","MRFAP1L1",368,"SMDT1",164,368,164,5
"369","CBX3","TFPI2","CBX3",369,"LOC102723633",164,369,164,5
"370","PNISR","STMN1","PNISR",370,"FAM83A",164,370,164,5
"371","PRKDC","ZNF598","PRKDC",371,"LOC102723548",164,371,164,5
"372","TMEM87A","CREB5","TMEM87A",372,"LOC105376781",164,372,164,5
"373","TMEM30A","DENND2C","TMEM30A",373,"SYT11",164,373,164,5
"374","PPIB","ARID4B","PPIB",374,"LOC105376434",164,374,164,6
"375","S1PR2","AGO3","S1PR2",375,"LOC101928373",164,375,164,6
"376","PPP3CC","ANAPC11","PPP3CC",376,"HKDC1",164,376,164,6
"377","BCAP31","MRPS21","BCAP31",377,"LOC729681",164,377,164,6
"378","ZFHX3","KLF7","ZFHX3",378,"SNAR-E",164,378,164,6
"379","FAM111B","RSPO3","FAM111B",379,"LOC100288866",164,379,164,6
"380","MRPS6","RGS2","MRPS6",380,"EXO1",166,380,166,6
"381","ZEB1","DDX17","ZEB1",381,"CDR1",167,381,167,6
"382","GANAB","SYNJ2","GANAB",382,"HACD1",167,382,167,6
"383","SHMT2","MAPK6","SHMT2",383,"C19orf18",167,383,167,6
"384","RNF139","YARS1","RNF139",384,"LOC105378560",167,384,167,6
"385","OXTR","SH3RF1","OXTR",385,"GPHA2",167,385,167,6
"386","SEC61G","CAMSAP2","SEC61G",386,"LOC105377168",167,386,167,6
"387","RNF24","TNFAIP6","RNF24",387,"BCAR4",168,387,168,6
"388","PCM1","SH2B3","PCM1",388,"MIR181B1",168,388,168,6
"389","PRRX2","NRIP1","PRRX2",389,"RNVU1-3",168,389,168,6
"390","ZNF275","PSMD2","ZNF275",390,"SUN5",168,390,168,6
"391","PCYOX1","LOXL1","PCYOX1",391,"ADAP1",168,391,168,6
"392","CTR9","PCF11","CTR9",392,"LOC105375133",168,392,168,6
"393","KNOP1","CYLD","KNOP1",393,"ADPRHL1",168,393,168,6
"394","RCAN1","TET3","RCAN1",394,"LTC4S",169,394,169,6
"395","APP","LRRC8A","APP",395,"ZP4",170,395,170,6
"396","RPS16","AMMECR1L","RPS16",396,"NUCKS1",170,396,170,7
"397","IRF1","PUM1","IRF1",397,"ZNF79",170,397,170,7
"398","PWWP3A","CXCL8","PWWP3A",398,"ZNF746",171,398,171,7
"399","MAP7D3","ZC3H12A","MAP7D3",399,"LOC101927762",171,399,171,7
"400","UBAP1","IRF1","UBAP1",400,"LOC102723890",172,400,172,7
"401","SNHG6","GCC2","SNHG6",401,"PDZD7",172,401,172,7
"402","HOMER1","CDK17","HOMER1",402,"TMEM127",173,402,173,7
"403","NOP10","IER5","NOP10",403,"LINC01138",173,403,173,7
"404","ZFAND5","UQCC2","ZFAND5",404,"LOC105378523",174,404,174,7
"405","SLC25A25","PEA15","SLC25A25",405,"LOC102724563",175,405,175,7
"406","CNOT9","UQCR11","CNOT9",406,"PRAMEF7",176,406,176,7
"407","ZC3H4","CBR1","ZC3H4",407,"CISH",176,407,176,7
"408","COQ10B","YRDC","COQ10B",408,"LOC104054148",177,408,177,7
"409","RAD50","ZC3H11A","RAD50",409,"UFC1",177,409,177,7
"410","OAZ2","CHD1","OAZ2",410,"EOLA1",177,410,177,7
"411","PTPN14","CHKA","PTPN14",411,"EXOC5",178,411,178,7
"412","ZNF622","DAB2","ZNF622",412,"MAFA",178,412,178,7
"413","PVT1","PALM2AKAP2","PVT1",413,"ZNF304",178,413,178,7
"414","SLC39A10","SASH1","SLC39A10",414,"ASPDH",178,414,178,7
"415","PKN1","LMO4","PKN1",415,"ARIH2OS",178,415,178,7
"416","PRELID3A","PPIG","PRELID3A",416,"LOC107986400",178,416,178,7
"417","ZNF295-AS1","SNHG7","ZNF295-AS1",417,"SCARNA28",179,417,179,7
"418","PRRC2C","LPIN1","PRRC2C",418,"MIR6734",179,418,179,7
"419","BTG1","PELO","BTG1",419,"BBX",180,419,180,7
"420","SMC2","C15orf39","SMC2",420,"PLA2G4F",180,420,180,7
"421","C19orf48","TOP1","C19orf48",421,"MFAP4",180,421,180,7
"422","TOP2A","PDP1","TOP2A",422,"OR2L13",180,422,180,7
"423","LOC105371231","TPM3","LOC105371231",423,"LINC02702",180,423,180,7
"424","NIN","STK10","NIN",424,"ZNF544",180,424,180,7
"425","STC1","OSER1","STC1",425,"LCA5L",182,425,182,7
"426","ZADH2","CNST","ZADH2",426,"KANK3",182,426,182,7
"427","JRK","UBTD1","JRK",427,"LOC112267962",183,427,183,7
"428","CERCAM","S100A10","CERCAM",428,"ALCAM",183,428,183,7
"429","GPRC5A","PPP1R3C","GPRC5A",429,"LINC02034",184,429,184,7
"430","RIN2","ANLN","RIN2",430,"GDF11",185,430,185,7
"431","EIF3F","LIMA1","EIF3F",431,"MIR497HG",185,431,185,7
"432","PMM1","RNF169","PMM1",432,"GALR2",185,432,185,7
"433","PLS3","UBE2B","PLS3",433,"RBPMS",185,433,185,7
"434","HEXA","SLC22A15","HEXA",434,"LOC100132813",185,434,185,7
"435","CLSPN","ZCCHC7","CLSPN",435,"RAD21",185,435,185,7
"436","SPRY4","TMEM50A","SPRY4",436,"EGFEM1P",185,436,185,7
"437","TRIB1","OSR1","TRIB1",437,"NEBL-AS1",187,437,187,7
"438","RPL34","EMP3","RPL34",438,"NACA2",187,438,187,7
"439","ETS1","PLEC","ETS1",439,"LOC105377213",187,439,187,7
"440","FAM120A","GRAMD1B","FAM120A",440,"CLK1",187,440,187,8
"441","RPS12","OPA1","RPS12",441,"GEMIN5",187,441,187,8
"442","ZSWIM6","FGF2","ZSWIM6",442,"LOC105370957",188,442,188,8
"443","RHOB","TCEAL9","RHOB",443,"MGAT2",188,443,188,8
"444","HLTF","GNAI2","HLTF",444,"LINC00609",188,444,188,8
"445","LMO4","SWAP70","LMO4",445,"LAGE3",189,445,189,8
"446","ETS2","GOLGB1","ETS2",446,"HS3ST1",190,446,190,8
"447","PHPT1","PRKAB1","PHPT1",447,"FHOD3",190,447,190,8
"448","LTBP2","MED13","LTBP2",448,"LOC105376416",190,448,190,8
"449","COX19","DNAJC2","COX19",449,"FKBP15",191,449,191,8
"450","YRDC","TMPO","YRDC",450,"PRX",192,450,192,8
"451","TCEAL8","C4orf3","TCEAL8",451,"NUDT9P1",192,451,192,8
"452","MYH9","TRAPPC1","MYH9",452,"LINC02535",192,452,192,8
"453","ZC3H12C","EMILIN1","ZC3H12C",453,"LOC107985183",193,453,193,8
"454","SAT1","PRPS1","SAT1",454,"GLB1",194,454,194,8
"455","PCOLCE","HSPA6","PCOLCE",455,"TTK",195,455,195,8
"456","RPSAP58","FBXO34","RPSAP58",456,"VN1R5",195,456,195,8
"457","KIF5B","TLK1","KIF5B",457,"TNN",195,457,195,8
"458","VCAN","SLC25A1","VCAN",458,"ARFRP1",195,458,195,8
"459","KTN1","PDE4D","KTN1",459,"LOC100129534",195,459,195,8
"460","SCARNA22","BAZ1A","SCARNA22",460,"FADS3",195,460,195,8
"461","RNF20","EFNB2","RNF20",461,"OR8J1",195,461,195,8
"462","NMT1","DNAJB9","NMT1",462,"FABP4",195,462,195,8
"463","BMPR2","RAD54B","BMPR2",463,"LOC105376292",195,463,195,8
"464","COL4A2","MED8","COL4A2",464,"LOC105379152",196,464,196,8
"465","ARC","DDX21","ARC",465,"MIR297",197,465,197,8
"466","RAP1B","CRAMP1","RAP1B",466,"CYP26A1",197,466,197,8
"467","SMC5","VDAC3","SMC5",467,"UCN",197,467,197,8
"468","RBMX","SLAIN2","RBMX",468,"HTR2A-AS1",197,468,197,8
"469","NOTCH3","RNMT","NOTCH3",469,"SNORD128",197,469,197,8
"470","PRDX2","OTUD6B-AS1","PRDX2",470,"PREB",198,470,198,8
"471","ASB8","SLC1A4","ASB8",471,"LOC107986916",198,471,198,8
"472","PAM16","RBM39","PAM16",472,"LOC105375889",198,472,198,8
"473","USP7","ZNF410","USP7",473,"UGDH",199,473,199,8
"474","GNL3L","ARID1B","GNL3L",474,"LOC107985371",199,474,199,8
"475","GPR68","ANP32A","GPR68",475,"LOC101927297",199,475,199,8
"476","ACTB","ZMAT3","ACTB",476,"CYP4F2",201,476,201,8
"477","MNT","SMIM30","MNT",477,"ELF1",202,477,202,8
"478","FST","ARHGAP29","FST",478,"NLRC5",202,478,202,8
"479","CDC34","CHIC2","CDC34",479,"COPS7B",203,479,203,8
"480","MPRIP","DYRK1A","MPRIP",480,"GRM7",203,480,203,8
"481","RPL23P8","CCNT1","RPL23P8",481,"C6orf132",203,481,203,8
"482","HERPUD1","ZNF275","HERPUD1",482,"LCN6",205,482,205,8
"483","DNMT1","TMEM217","DNMT1",483,"PDHA2",205,483,205,8
"484","MRPL53","DYNLT1","MRPL53",484,"OR4C12",205,484,205,8
"485","CIT","LYSMD3","CIT",485,"RNF170",205,485,205,8
"486","ING1","AXIN1","ING1",486,"CCL22",205,486,205,8
"487","GADD45A","ARIH1","GADD45A",487,"LIAS",206,487,206,9
"488","CKAP2","CHSY1","CKAP2",488,"PPARG",206,488,206,9
"489","NDEL1","SH3BGRL3","NDEL1",489,"LOC105375246",207,489,207,9
"490","EPC1","ACAA2","EPC1",490,"LOC105378374",208,490,208,9
"491","NPC2","ATOX1","NPC2",491,"LOC107986894",208,491,208,9
"492","POR","RRM2","POR",492,"SNORD115-14",208,492,208,9
"493","DDX5","ATP5MC3","DDX5",493,"BMS1P2-AGAP9",209,493,209,9
"494","BCL9L","SPDL1","BCL9L",494,"ZNF777",210,494,210,9
"495","C1orf198","KLF9","C1orf198",495,"LRRC2",210,495,210,9
"496","ZNF526","FNDC3B","ZNF526",496,"GK",210,496,210,9
"497","PPARD","SLC31A1","PPARD",497,"CCR7",210,497,210,9
"498","PARP1","ULK1","PARP1",498,"LOC105376759",210,498,210,9
"499","AKIRIN2","SREBF1","AKIRIN2",499,"C12orf71",210,499,210,9
"500","NCBP2","CBARP","NCBP2",500,"LOC105370328",210,500,210,9
"501","ERGIC1","KDM7A-DT","ERGIC1",501,"PRDM4",210,501,210,9
"502","PDE4D","CCNT2","PDE4D",502,"PKD1P4-NPIPA8",211,502,211,9
"503","CHCHD5","BCKDK","CHCHD5",503,"TMOD1",211,503,211,9
"504","ECM1","ETFB","ECM1",504,"LINC01476",211,504,211,9
"505","NAGK","RTL8C","NAGK",505,"ANKRD16",211,505,211,9
"506","TICAM1","TRAPPC5","TICAM1",506,"MIR548AB",211,506,211,9
"507","TNFAIP6","MGST3","TNFAIP6",507,"LOC101927200",212,507,212,9
"508","ATP5MG","UBXN7","ATP5MG",508,"TMEM141",212,508,212,9
"509","PODXL","MSANTD3","PODXL",509,"PPME1",212,509,212,9
"510","ERN1","INO80C","ERN1",510,"LOC105371525",213,510,213,9
"511","PTK7","OST4","PTK7",511,"SYNPR-AS1",214,511,214,9
"512","EIF4EBP2","PLCB4","EIF4EBP2",512,"KRTAP5-4",214,512,214,9
"513","EPHA2","PMM2","EPHA2",513,"ARFGAP2",215,513,215,9
"514","SH2B3","MDM4","SH2B3",514,"LOC107984334",216,514,216,9
"515","ANKRD10","ERBIN","ANKRD10",515,"AKAP8",217,515,217,9
"516","CKS2","ARID5B","CKS2",516,"LOC107985997",217,516,217,9
"517","IL1B","IL6R","IL1B",517,"LOC100506731",217,517,217,9
"518","ZNF581","AKAP13","ZNF581",518,"SLC7A7",217,518,217,9
"519","AVL9","GOSR1","AVL9",519,"LOC105378269",217,519,217,9
"520","SLC38A2","HNRNPA2B1","SLC38A2",520,"MRPS18A",218,520,218,9
"521","ZC3H12A","TNFRSF12A","ZC3H12A",521,"CCL4L2",220,521,220,9
"522","EIF2AK2","AZIN1","EIF2AK2",522,"GSDMB",220,522,220,9
"523","POFUT2","ZNF317","POFUT2",523,"BRWD1-AS2",220,523,220,9
"524","MARVELD1","ZNF644","MARVELD1",524,"LOC107987241",220,524,220,9
"525","SPSB3","KLHL24","SPSB3",525,"CEP95",220,525,220,9
"526","NDUFA2","PLEKHF1","NDUFA2",526,"HOXB-AS1",221,526,221,9
"527","ALCAM","KANK2","ALCAM",527,"H2BC20P",221,527,221,10
"528","SLCO4A1","C2CD2L","SLCO4A1",528,"FLII",221,528,221,10
"529","B2M","ZNF513","B2M",529,"LOC112268272",221,529,221,10
"530","PREPL","MIDEAS","PREPL",530,"LOC105373920",221,530,221,10
"531","COL1A2","MYC","COL1A2",531,"KRT28",222,531,222,10
"532","VGLL4","CEMIP","VGLL4",532,"AP5M1",223,532,223,10
"533","SERPINB8","DMAC1","SERPINB8",533,"MIR4493",223,533,223,10
"534","TUBA1B","VMP1","TUBA1B",534,"EFHD2",224,534,224,10
"535","BCL6","MAML2","BCL6",535,"LOC105371049",225,535,225,10
"536","TNRC6B","TDG","TNRC6B",536,"LINC01410",226,536,226,10
"537","B4GALT3","BANP","B4GALT3",537,"UBXN7-AS1",226,537,226,10
"538","FAM172A","ZNF667","FAM172A",538,"TMEM132B",226,538,226,10
"539","ADGRE5","SRSF1","ADGRE5",539,"TRIM23",226,539,226,10
"540","LRRC75A","DYNLL1","LRRC75A",540,"BRMS1",226,540,226,10
"541","NME2","TMEM87A","NME2",541,"COX7A2L",227,541,227,10
"542","CCND1","WTAP","CCND1",542,"LRRC75B",228,542,228,10
"543","ARPC1B","PSMD10","ARPC1B",543,"LOC105374116",228,543,228,10
"544","AGO2","NUDT12","AGO2",544,"TBX10",228,544,228,10
"545","ANLN","AP2M1","ANLN",545,"MOCS1",229,545,229,10
"546","DICER1","NAA38","DICER1",546,"SNORD115-40",229,546,229,10
"547","ROCK2","TMEM41B","ROCK2",547,"ECEL1",229,547,229,10
"548","MYH10","PWWP3A","MYH10",548,"SNORD32A",230,548,230,10
"549","LRIG2","POMP","LRIG2",549,"LOC107986668",230,549,230,10
"550","KCTD5","GZF1","KCTD5",550,"MIR548X",230,550,230,10
"551","CLK3","GPRC5A","CLK3",551,"LOC107984124",231,551,231,10
"552","TNPO3","SELENOK","TNPO3",552,"JPH3",231,552,231,10
"553","FRMD8","SYVN1","FRMD8",553,"LOC105370175",231,553,231,10
"554","STK40","PSAT1","STK40",554,"TRAPPC3",232,554,232,10
"555","PGAM1","PAGR1","PGAM1",555,"DACH2",232,555,232,10
"556","FARSA","CDC37L1","FARSA",556,"KISS1",232,556,232,10
"557","JADE1","ENO1","JADE1",557,"LOC107986600",232,557,232,10
"558","ATP2B4","AKAP12","ATP2B4",558,"LOC105373030",232,558,232,10
"559","NDUFB4","PHF20L1","NDUFB4",559,"LOC107987051",232,559,232,10
"560","TACC1","FOXQ1","TACC1",560,"LOC112268017",232,560,232,10
"561","USPL1","MDM2","USPL1",561,"PEAK3",234,561,234,10
"562","MANF","KDM2A","MANF",562,"LOC107984268",234,562,234,10
"563","RPN1","PRRC1","RPN1",563,"ACOD1",234,563,234,10
"564","NFIC","RNF149","NFIC",564,"WWC2-AS2",234,564,234,10
"565","CAMKK1","PPRC1","CAMKK1",565,"LOC107984645",234,565,234,10
"566","ZMAT2","ZFAND2A","ZMAT2",566,"IFT122",234,566,234,10
"567","NFE2L2","COG3","NFE2L2",567,"PITPNM1",235,567,235,10
"568","ALYREF","HSPA1B","ALYREF",568,"NXPE1",235,568,235,10
"569","ZNF697","SIRT1","ZNF697",569,"LOC105369460",236,569,236,10
"570","TIMP2","MYO1E","TIMP2",570,"ZNF792",236,570,236,10
"571","PSMC1","TIMM21","PSMC1",571,"HNRNPA3",236,571,236,10
"572","ARPC1A","WASL","ARPC1A",572,"LOC105379657",236,572,236,10
"573","STX1A","C4orf48","STX1A",573,"FAM227A",237,573,237,10
"574","SREBF1","CXCL12","SREBF1",574,"AHCY",238,574,238,10
"575","ESYT1","CNOT2","ESYT1",575,"RNF24",238,575,238,11
"576","NEXN","TICAM1","NEXN",576,"LOC107985286",239,576,239,11
"577","NDUFC1","TRIO","NDUFC1",577,"LOC101928166",239,577,239,11
"578","HLA-A","UBE2Q1","HLA-A",578,"PHC2-AS1",239,578,239,11
"579","ZBTB43","USP12","ZBTB43",579,"LOC105373020",240,579,240,11
"580","MDK","PPP1CA","MDK",580,"CEP192",240,580,240,11
"581","FAM171A1","HNRNPDL","FAM171A1",581,"KCNA5",240,581,240,11
"582","DUSP6","DDI2","DUSP6",582,"LOC107986936",241,582,241,11
"583","ATP5MD","LOX","ATP5MD",583,"LOC105371088",241,583,241,11
"584","CYP51A1","VCP","CYP51A1",584,"MEGF6",241,584,241,11
"585","NCOR2","PDCD5","NCOR2",585,"ALDH1L1-AS1",241,585,241,11
"586","ZNF513","PNP","ZNF513",586,"GPR1-AS",242,586,242,11
"587","ATP11C","CREBBP","ATP11C",587,"LOC105372884",242,587,242,11
"588","UFM1","RNF168","UFM1",588,"LPAR1",242,588,242,11
"589","SERTAD1","UACA","SERTAD1",589,"SNORD130",243,589,243,12
"590","STK17A","GRASP","STK17A",590,"SNX20",243,590,243,12
"591","EPB41L4A-AS1","AGO2","EPB41L4A-AS1",591,"PPIL4",245,591,245,12
"592","MAP3K20","MCM4","MAP3K20",592,"JADE2",245,592,245,12
"593","CCNE2","ETV3","CCNE2",593,"LOC101928582",245,593,245,12
"594","PCNT","FAM98B","PCNT",594,"LOC107985050",245,594,245,13
"595","ILF2","PRPF39","ILF2",595,"FAM50B",245,595,245,13
"596","TUBB2A","HSP90AB1","TUBB2A",596,"ZNF606",245,596,245,13
"597","HMGB1","KLF12","HMGB1",597,"SPTLC2",246,597,246,13
"598","TBC1D15","NAB1","TBC1D15",598,"CYB561A3",246,598,246,13
"599","TSC22D3","OSGIN1","TSC22D3",599,"OGT",247,599,247,13
"600","CETN3","LSM3","CETN3",600,"MIR4776-2",247,600,247,13
"601","RPLP0","NRBF2","RPLP0",601,"RGS1",247,601,247,13
"602","ANKRD52","UQCC3","ANKRD52",602,"LIN52",247,602,247,13
"603","RIPK2","LRIG2","RIPK2",603,"LOC101927238",248,603,248,13
"604","NDUFA11","CXCL3","NDUFA11",604,"ZNF724",249,604,249,13
"605","ST6GALNAC6","PODXL","ST6GALNAC6",605,"SPDYE16",250,605,250,13
"606","NFKBIE","TYMS","NFKBIE",606,"SOWAHD",250,606,250,13
"607","NFKB1","TRPS1","NFKB1",607,"LOC105374672",250,607,250,13
"608","ITPR2","CDKN2C","ITPR2",608,"TNK2-AS1",250,608,250,13
"609","KNL1","DCTN1","KNL1",609,"SNORD116-27",250,609,250,13
"610","KLF9","MICOS13","KLF9",610,"LOC105377238",252,610,252,13
"611","TTC3P1","AMD1","TTC3P1",611,"LOC105375772",253,611,253,13
"612","NDUFA1","PIH1D1","NDUFA1",612,"ADAM21",253,612,253,13
"613","SGO2","DGKI","SGO2",613,"LOC102724950",253,613,253,13
"614","PITPNC1","JPT1","PITPNC1",614,"LOC105375028",253,614,253,13
"615","PDS5B","RGS4","PDS5B",615,"FNDC9",253,615,253,13
"616","RBM12B","LTBP2","RBM12B",616,"LOC100272217",254,616,254,13
"617","RCN3","PPIF","RCN3",617,"PMS2P3",255,617,255,13
"618","FAM32A","ARPC1A","FAM32A",618,"LOC105371177",256,618,256,13
"619","VEGFC","FGF7","VEGFC",619,"LOC100507053",256,619,256,13
"620","PMAIP1","PRKCE","PMAIP1",620,"KLF4",256,620,256,13
"621","PSIP1","PRRC2C","PSIP1",621,"NEMP2",257,621,257,13
"622","RAB13","TIMM8B","RAB13",622,"LOC105376899",257,622,257,13
"623","ZBTB17","ESCO1","ZBTB17",623,"FUNDC2",257,623,257,13
"624","CTSF","DBNL","CTSF",624,"NKAIN1",257,624,257,13
"625","DNAJB9","CYP1B1","DNAJB9",625,"LOC101927330",258,625,258,13
"626","LUC7L3","RBX1","LUC7L3",626,"LOC105369743",258,626,258,13
"627","STC2","LSM4","STC2",627,"LOC105372695",259,627,259,13
"628","PLAU","THOC7","PLAU",628,"LOC105373335",259,628,259,13
"629","SLC25A28","SMAD3","SLC25A28",629,"LOC107985823",260,629,260,13
"630","SLC20A2","MKKS","SLC20A2",630,"APCDD1L-DT",260,630,260,13
"631","BRI3","SARS1","BRI3",631,"LOC105371119",260,631,260,13
"632","COX7A2L","POLR3D","COX7A2L",632,"USP9Y",260,632,260,14
"633","ZNF326","RAB7B","ZNF326",633,"RFK",260,633,260,14
"634","TSC22D1","DNAJB1","TSC22D1",634,"SH3GL2",262,634,262,14
"635","CAST","MARCKS","CAST",635,"POM121L1P",263,635,263,14
"636","HNRNPUL2","IGF2BP2","HNRNPUL2",636,"LOC105377799",263,636,263,14
"637","ARL5B","HTR2A","ARL5B",637,"SPACA3",264,637,264,14
"638","ATAD2","PLAUR","ATAD2",638,"MCM5",265,638,265,14
"639","BCL7B","ETS1","BCL7B",639,"LOC105375265",266,639,266,14
"640","NSD1","BEX3","NSD1",640,"MIR604",266,640,266,14
"641","CBARP","WDR43","CBARP",641,"LOC101929270",267,641,267,14
"642","TP53I13","MRPL20","TP53I13",642,"MS4A2",267,642,267,14
"643","THRAP3","ATP5MD","THRAP3",643,"CR2",268,643,268,14
"644","SCUBE3","KLF4","SCUBE3",644,"VLDLR-AS1",268,644,268,14
"645","HTR2A","YIF1A","HTR2A",645,"LOC105370152",269,645,269,14
"646","EIF4G3","DIXDC1","EIF4G3",646,"PLEKHJ1",269,646,269,14
"647","CYC1","YPEL2","CYC1",647,"LOC105372284",269,647,269,14
"648","BRI3BP","ZNF503","BRI3BP",648,"TEX30",270,648,270,14
"649","FAM53C","ARID4A","FAM53C",649,"PCAT29",270,649,270,14
"650","PITHD1","MORC3","PITHD1",650,"SNORD146",270,650,270,14
"651","ANKRD26","RPL15","ANKRD26",651,"LOC105376229",270,651,270,14
"652","GLG1","UQCRFS1","GLG1",652,"LOC102725532",270,652,270,14
"653","KANK1","PCYOX1","KANK1",653,"MIR4725",271,653,271,14
"654","POP1","JUN","POP1",654,"ZNF704",271,654,271,14
"655","BACH1","ANKRD37","BACH1",655,"MYOZ3",272,655,272,14
"656","TMEM217","TCP11L2","TMEM217",656,"ACTR3C",273,656,273,14
"657","ENTPD7","USP42","ENTPD7",657,"KCNE3",274,657,274,14
"658","PFDN2","MYL12A","PFDN2",658,"TMEM87B",274,658,274,14
"659","CLCN3","FKBP4","CLCN3",659,"KIDINS220",274,659,274,14
"660","VDR","ANKRD17","VDR",660,"HFM1",274,660,274,14
"661","SEM1","COL7A1","SEM1",661,"LOC105369856",274,661,274,14
"662","NFKBIZ","MIER1","NFKBIZ",662,"MIR5187",275,662,275,14
"663","TPR","KMT2A","TPR",663,"LINC01973",275,663,275,14
"664","CRIM1","ZNF740","CRIM1",664,"DSG1-AS1",275,664,275,14
"665","JOSD1","UGDH","JOSD1",665,"ST13P4",275,665,275,14
"666","STX3","CAPZA2","STX3",666,"AKAP11",276,666,276,14
"667","HRK","CDK5RAP3","HRK",667,"OPRD1",276,667,276,14
"668","ASB1","WDR76","ASB1",668,"PRSS56",277,668,277,14
"669","URI1","ATP6V1G1","URI1",669,"LOC105376632",277,669,277,14
"670","NUFIP1","CAVIN1","NUFIP1",670,"MVB12A",277,670,277,14
"671","CGRRF1","BLCAP","CGRRF1",671,"OCLN",277,671,277,14
"672","DHCR7","LYPLA1","DHCR7",672,"POFUT2",277,672,277,15
"673","CNST","RASA2","CNST",673,"SLC37A3",278,673,278,15
"674","SEPTIN11","EVC2","SEPTIN11",674,"DBNDD1",278,674,278,15
"675","RPL35A","TXLNG","RPL35A",675,"PLN",278,675,278,15
"676","COL5A1","REV1","COL5A1",676,"SNORD13C",279,676,279,15
"677","DST","SDC1","DST",677,"MIR6126",279,677,279,15
"678","CLSTN1","RCOR1","CLSTN1",678,"SNORD60",279,678,279,15
"679","HLX","PCED1A","HLX",679,"LOC105374479",279,679,279,15
"680","NUMA1","CSRNP2","NUMA1",680,"LINC02661",279,680,279,15
"681","TAGLN","ZNF12","TAGLN",681,"LOC105374373",279,681,279,15
"682","RNF114","PTPN12","RNF114",682,"LOC105378719",279,682,279,15
"683","KIF23","ATIC","KIF23",683,"DDX59",279,683,279,15
"684","SHOX2","CDC20","SHOX2",684,"RAD51C",279,684,279,15
"685","NINJ1","AP1AR","NINJ1",685,"UGCG",279,685,279,15
"686","RAB12","SIK2","RAB12",686,"CPLX2",279,686,279,15
"687","SLC5A3","YOD1","SLC5A3",687,"TSNAX",280,687,280,15
"688","SPCS3","ATP6V1C1","SPCS3",688,"LOC107986293",280,688,280,15
"689","GNB4","ZMYM2","GNB4",689,"LRRC75A",280,689,280,16
"690","CIART","RAB8A","CIART",690,"LOC105369735",280,690,280,16
"691","CIB1","MACO1","CIB1",691,"PCDHGA7",280,691,280,16
"692","SH3RF1","BTF3","SH3RF1",692,"CNTN4-AS2",281,692,281,16
"693","SAMD9","PRDX3","SAMD9",693,"MTX3",281,693,281,16
"694","HRH1","BTG1","HRH1",694,"PLPP2",283,694,283,16
"695","CMTM6","NDUFB10","CMTM6",695,"EQTN",283,695,283,16
"696","RPL41","UQCR10","RPL41",696,"TTC24",284,696,284,16
"697","CBX6","NOP10","CBX6",697,"FRMPD2B",285,697,285,16
"698","ADAMTS6","CINP","ADAMTS6",698,"AGAP1-IT1",285,698,285,16
"699","GNG5","DHX57","GNG5",699,"ZNF559",285,699,285,16
"700","CTSZ","MYL12B","CTSZ",700,"LINC01727",285,700,285,16
"701","WBP2","ZBTB17","WBP2",701,"LOC112268135",286,701,286,16
"702","SPATA2L","GOPC","SPATA2L",702,"SNCG",286,702,286,16
"703","ARHGEF40","LGALS1","ARHGEF40",703,"SRSF3",287,703,287,16
"704","MAP9","TMED2","MAP9",704,"ZNF638",287,704,287,16
"705","RLF","SPCS3","RLF",705,"NOS2",289,705,289,16
"706","LARP7","EIF4EBP2","LARP7",706,"ARHGEF4",290,706,290,16
"707","ZFHX4","ZFX","ZFHX4",707,"LINC02326",290,707,290,16
"708","PLD3","CD59","PLD3",708,"GRAMD1A",290,708,290,16
"709","TIMP1","ATF2","TIMP1",709,"LINC02199",290,709,290,16
"710","TNFAIP3","RIT1","TNFAIP3",710,"LOC105370603",291,710,291,16
"711","HSPD1","POLR2L","HSPD1",711,"ZSCAN22",291,711,291,16
"712","PHF23","SPCS1","PHF23",712,"MIR7155",291,712,291,16
"713","MAP1B","CDV3","MAP1B",713,"USP17L19",291,713,291,16
"714","GADD45B","CFL1","GADD45B",714,"FUZ",291,714,291,16
"715","TMEM208","CAVIN3","TMEM208",715,"LOC105374088",291,715,291,16
"716","LRRC42","NUTF2","LRRC42",716,"FIZ1",291,716,291,16
"717","MDFIC","FABP3","MDFIC",717,"LOC105373265",291,717,291,16
"718","MAP1A","B3GALT6","MAP1A",718,"KRT6C",291,718,291,16
"719","TLN2","CBLB","TLN2",719,"KCNMB3",292,719,292,16
"720","GEMIN6","POM121C","GEMIN6",720,"LOC105373769",292,720,292,16
"721","PPP2R2D","DFFA","PPP2R2D",721,"TIPIN",292,721,292,16
"722","SNRNP40","MAP3K4","SNRNP40",722,"LOC105376015",292,722,292,17
"723","MYCBP2","ZXDC","MYCBP2",723,"LOC105370373",292,723,292,17
"724","KLF5","KDM5A","KLF5",724,"METTL23",293,724,293,17
"725","FAM83G","PSMB6","FAM83G",725,"C1S",293,725,293,17
"726","PPP1R14B","ABCE1","PPP1R14B",726,"LOC105369429",294,726,294,17
"727","IER5L","GORASP1","IER5L",727,"ZMYND10",294,727,294,17
"728","FAM102A","NDUFB4","FAM102A",728,"SEMG1",295,728,295,17
"729","GLRX","MAPKAPK5","GLRX",729,"LINC01637",295,729,295,17
"730","STMN1","RBM15","STMN1",730,"SPAG8",296,730,296,17
"731","GPAM","EID1","GPAM",731,"LOC107987300",296,731,296,17
